"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"New Hampshire","33","Not Stated","NS",0,Not Applicable,Not Applicable
,"New Jersey","34","< 1 year","1",Suppressed,2343426,Suppressed
,"New Jersey","34","1-4 years","1-4",Suppressed,9592674,Suppressed
,"New Jersey","34","5-14 years","5-14",Suppressed,25287545,Suppressed
,"New Jersey","34","15-24 years","15-24",Suppressed,24238294,Suppressed
,"New Jersey","34","25-34 years","25-34",11,25068592,Unreliable
,"New Jersey","34","35-44 years","35-44",21,28042338,0.1
,"New Jersey","34","45-54 years","45-54",40,28195411,0.1
,"New Jersey","34","55-64 years","55-64",36,22437508,0.2
,"New Jersey","34","65-74 years","65-74",27,14441682,0.2
,"New Jersey","34","75-84 years","75-84",38,8955106,0.4
,"New Jersey","34","85+ years","85+",30,3807233,0.8
,"New Jersey","34","Not Stated","NS",0,Not Applicable,Not Applicable
,"New Mexico","35","< 1 year","1",Suppressed,592857,Suppressed
,"New Mexico","35","1-4 years","1-4",Suppressed,2376733,Suppressed
,"New Mexico","35","5-14 years","5-14",Suppressed,6150469,Suppressed
,"New Mexico","35","15-24 years","15-24",Suppressed,6289441,Suppressed
,"New Mexico","35","25-34 years","25-34",10,5734120,Unreliable
,"New Mexico","35","35-44 years","35-44",13,5654208,Unreliable
,"New Mexico","35","45-54 years","45-54",23,5826792,0.4
,"New Mexico","35","55-64 years","55-64",18,5146913,Unreliable
,"New Mexico","35","65-74 years","65-74",18,3555819,Unreliable
,"New Mexico","35","75-84 years","75-84",Suppressed,1944492,Suppressed
,"New Mexico","35","85+ years","85+",Suppressed,706180,Suppressed
,"New Mexico","35","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"New York","36","< 1 year","1",10,5239738,Unreliable
,"New York","36","1-4 years","1-4",18,20626990,Unreliable
,"New York","36","5-14 years","5-14",Suppressed,53283393,Suppressed
,"New York","36","15-24 years","15-24",12,58076217,Unreliable
,"New York","36","25-34 years","25-34",42,60245793,0.1
,"New York","36","35-44 years","35-44",55,59609122,0.1
,"New York","36","45-54 years","45-54",56,59567242,0.1
,"New York","36","55-64 years","55-64",81,48954864,0.2
,"New York","36","65-74 years","65-74",64,32125883,0.2
,"New York","36","75-84 years","75-84",66,19622085,0.3
,"New York","36","85+ years","85+",59,8499016,0.7
,"New York","36","Not Stated","NS",0,Not Applicable,Not Applicable
,"North Carolina","37","< 1 year","1",Suppressed,2636839,Suppressed
,"North Carolina","37","1-4 years","1-4",22,10537877,0.2
,"North Carolina","37","5-14 years","5-14",Suppressed,27040982,Suppressed
,"North Carolina","37","15-24 years","15-24",Suppressed,28232975,Suppressed
,"North Carolina","37","25-34 years","25-34",20,27875072,0.1
,"North Carolina","37","35-44 years","35-44",32,28767210,0.1
,"North Carolina","37","45-54 years","45-54",42,28419400,0.1
,"North Carolina","37","55-64 years","55-64",46,23832803,0.2
,"North Carolina","37","65-74 years","65-74",43,16265310,0.3
,"North Carolina","37","75-84 years","75-84",35,8858415,0.4
,"North Carolina","37","85+ years","85+",17,3215013,Unreliable
,"North Carolina","37","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"North Dakota","38","< 1 year","1",Suppressed,201902,Suppressed
,"North Dakota","38","1-4 years","1-4",0,794446,Unreliable
,"North Dakota","38","5-14 years","5-14",0,1930142,Unreliable
,"North Dakota","38","15-24 years","15-24",0,2446275,Unreliable
,"North Dakota","38","25-34 years","25-34",Suppressed,2028475,Suppressed
,"North Dakota","38","35-44 years","35-44",Suppressed,1877354,Suppressed
,"North Dakota","38","45-54 years","45-54",Suppressed,1979682,Suppressed
,"North Dakota","38","55-64 years","55-64",Suppressed,1701304,Suppressed
,"North Dakota","38","65-74 years","65-74",0,1124026,Unreliable
,"North Dakota","38","75-84 years","75-84",0,743171,Unreliable
,"North Dakota","38","85+ years","85+",Suppressed,368050,Suppressed
,"North Dakota","38","Not Stated","NS",0,Not Applicable,Not Applicable
,"Ohio","39","< 1 year","1",16,3113766,Unreliable
,"Ohio","39","1-4 years","1-4",20,12682760,0.2
,"Ohio","39","5-14 years","5-14",Suppressed,33723461,Suppressed
,"Ohio","39","15-24 years","15-24",12,34437682,Unreliable
,"Ohio","39","25-34 years","25-34",18,32366563,Unreliable
,"Ohio","39","35-44 years","35-44",31,33954418,0.1
,"Ohio","39","45-54 years","45-54",43,35809454,0.1
,"Ohio","39","55-64 years","55-64",60,30279433,0.2
,"Ohio","39","65-74 years","65-74",26,20114535,0.1
,"Ohio","39","75-84 years","75-84",43,12232425,0.4
,"Ohio","39","85+ years","85+",28,4894532,0.6
,"Ohio","39","Not Stated","NS",0,Not Applicable,Not Applicable
,"Oklahoma","40","< 1 year","1",10,1121566,Unreliable
,"Oklahoma","40","1-4 years","1-4",13,4472602,Unreliable
,"Oklahoma","40","5-14 years","5-14",Suppressed,11262920,Suppressed
,"Oklahoma","40","15-24 years","15-24",12,11803364,Unreliable
,"Oklahoma","40","25-34 years","25-34",28,10937342,0.3
,"Oklahoma","40","35-44 years","35-44",38,10654799,0.4
,"Oklahoma","40","45-54 years","45-54",47,10729427,0.4
,"Oklahoma","40","55-64 years","55-64",51,9280205,0.5
,"Oklahoma","40","65-74 years","65-74",47,6407147,0.7
,"Oklahoma","40","75-84 years","75-84",63,3712139,1.7
,"Oklahoma","40","85+ years","85+",31,1389073,2.2
,"Oklahoma","40","Not Stated","NS",0,Not Applicable,Not Applicable
,"Oregon","41","< 1 year","1",Suppressed,1001584,Suppressed
,"Oregon","41","1-4 years","1-4",Suppressed,4054896,Suppressed
,"Oregon","41","5-14 years","5-14",0,10557184,Unreliable
,"Oregon","41","15-24 years","15-24",Suppressed,11086850,Suppressed
,"Oregon","41","25-34 years","25-34",Suppressed,11544852,Suppressed
,"Oregon","41","35-44 years","35-44",Suppressed,11464977,Suppressed
,"Oregon","41","45-54 years","45-54",10,11580793,Unreliable
,"Oregon","41","55-64 years","55-64",17,10205035,Unreliable
,"Oregon","41","65-74 years","65-74",Suppressed,6902009,Suppressed
,"Oregon","41","75-84 years","75-84",Suppressed,3886494,Suppressed
,"Oregon","41","85+ years","85+",Suppressed,1630481,Suppressed
,"Oregon","41","Not Stated","NS",0,Not Applicable,Not Applicable
,"Pennsylvania","42","< 1 year","1",Suppressed,3114570,Suppressed
,"Pennsylvania","42","1-4 years","1-4",14,12683996,Unreliable
,"Pennsylvania","42","5-14 years","5-14",Suppressed,34374271,Suppressed
,"Pennsylvania","42","15-24 years","15-24",12,37170234,Unreliable
,"Pennsylvania","42","25-34 years","25-34",16,34527137,Unreliable
,"Pennsylvania","42","35-44 years","35-44",37,36805840,0.1
,"Pennsylvania","42","45-54 years","45-54",92,39635269,0.2
,"Pennsylvania","42","55-64 years","55-64",100,33938581,0.3
,"Pennsylvania","42","65-74 years","65-74",143,23362553,0.6
,"Pennsylvania","42","75-84 years","75-84",140,15221562,0.9
,"Pennsylvania","42","85+ years","85+",93,6484487,1.4
,"Pennsylvania","42","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Rhode Island","44","< 1 year","1",0,252588,Unreliable
,"Rhode Island","44","1-4 years","1-4",Suppressed,1032707,Suppressed
,"Rhode Island","44","5-14 years","5-14",0,2797172,Unreliable
,"Rhode Island","44","15-24 years","15-24",Suppressed,3414265,Suppressed
,"Rhode Island","44","25-34 years","25-34",Suppressed,3003804,Suppressed
,"Rhode Island","44","35-44 years","35-44",Suppressed,3158420,Suppressed
,"Rhode Island","44","45-54 years","45-54",Suppressed,3323945,Suppressed
,"Rhode Island","44","55-64 years","55-64",Suppressed,2749364,Suppressed
,"Rhode Island","44","65-74 years","65-74",Suppressed,1790124,Suppressed
,"Rhode Island","44","75-84 years","75-84",Suppressed,1178338,Suppressed
,"Rhode Island","44","85+ years","85+",Suppressed,561037,Suppressed
,"Rhode Island","44","Not Stated","NS",0,Not Applicable,Not Applicable
,"South Carolina","45","< 1 year","1",Suppressed,1263972,Suppressed
,"South Carolina","45","1-4 years","1-4",17,5049352,Unreliable
,"South Carolina","45","5-14 years","5-14",Suppressed,13113718,Suppressed
,"South Carolina","45","15-24 years","15-24",Suppressed,14025562,Suppressed
,"South Carolina","45","25-34 years","25-34",10,13250380,Unreliable
,"South Carolina","45","35-44 years","35-44",18,13422392,Unreliable
,"South Carolina","45","45-54 years","45-54",42,13750275,0.3
,"South Carolina","45","55-64 years","55-64",40,12161973,0.3
,"South Carolina","45","65-74 years","65-74",58,8625564,0.7
,"South Carolina","45","75-84 years","75-84",49,4481555,1.1
,"South Carolina","45","85+ years","85+",21,1535087,1.4
,"South Carolina","45","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"South Dakota","46","< 1 year","1",Suppressed,252568,Suppressed
,"South Dakota","46","1-4 years","1-4",Suppressed,1003220,Suppressed
,"South Dakota","46","5-14 years","5-14",Suppressed,2490638,Suppressed
,"South Dakota","46","15-24 years","15-24",0,2586935,Unreliable
,"South Dakota","46","25-34 years","25-34",0,2256869,Unreliable
,"South Dakota","46","35-44 years","35-44",Suppressed,2240878,Suppressed
,"South Dakota","46","45-54 years","45-54",Suppressed,2350296,Suppressed
,"South Dakota","46","55-64 years","55-64",Suppressed,2060526,Suppressed
,"South Dakota","46","65-74 years","65-74",Suppressed,1397442,Suppressed
,"South Dakota","46","75-84 years","75-84",Suppressed,880338,Suppressed
,"South Dakota","46","85+ years","85+",Suppressed,416871,Suppressed
,"South Dakota","46","Not Stated","NS",0,Not Applicable,Not Applicable
,"Tennessee","47","< 1 year","1",Suppressed,1742353,Suppressed
,"Tennessee","47","1-4 years","1-4",20,6997707,0.3
,"Tennessee","47","5-14 years","5-14",Suppressed,18089217,Suppressed
,"Tennessee","47","15-24 years","15-24",13,18627783,Unreliable
,"Tennessee","47","25-34 years","25-34",17,18624599,Unreliable
,"Tennessee","47","35-44 years","35-44",23,18992890,0.1
,"Tennessee","47","45-54 years","45-54",66,19235141,0.3
,"Tennessee","47","55-64 years","55-64",65,16405247,0.4
,"Tennessee","47","65-74 years","65-74",62,11157636,0.6
,"Tennessee","47","75-84 years","75-84",63,6079853,1.0
,"Tennessee","47","85+ years","85+",21,2194397,1.0
,"Tennessee","47","Not Stated","NS",0,Not Applicable,Not Applicable
,"Texas","48","< 1 year","1",42,8318398,0.5
,"Texas","48","1-4 years","1-4",89,33026616,0.3
,"Texas","48","5-14 years","5-14",11,82092335,Unreliable
,"Texas","48","15-24 years","15-24",63,80835004,0.1
,"Texas","48","25-34 years","25-34",126,80277044,0.2
,"Texas","48","35-44 years","35-44",189,77705986,0.2
,"Texas","48","45-54 years","45-54",255,71378092,0.4
,"Texas","48","55-64 years","55-64",266,55073131,0.5
,"Texas","48","65-74 years","65-74",242,34615428,0.7
,"Texas","48","75-84 years","75-84",290,18710678,1.5
,"Texas","48","85+ years","85+",153,6872102,2.2
,"Texas","48","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Utah","49","< 1 year","1",Suppressed,1088965,Suppressed
,"Utah","49","1-4 years","1-4",Suppressed,4257140,Suppressed
,"Utah","49","5-14 years","5-14",0,10151788,Unreliable
,"Utah","49","15-24 years","15-24",Suppressed,10264595,Suppressed
,"Utah","49","25-34 years","25-34",10,9091325,Unreliable
,"Utah","49","35-44 years","35-44",Suppressed,7700429,Suppressed
,"Utah","49","45-54 years","45-54",10,6457996,Unreliable
,"Utah","49","55-64 years","55-64",15,5069913,Unreliable
,"Utah","49","65-74 years","65-74",Suppressed,3250486,Suppressed
,"Utah","49","75-84 years","75-84",Suppressed,1821834,Suppressed
,"Utah","49","85+ years","85+",Suppressed,665928,Suppressed
,"Utah","49","Not Stated","NS",0,Not Applicable,Not Applicable
,"Vermont","50","< 1 year","1",0,133915,Unreliable
,"Vermont","50","1-4 years","1-4",0,561757,Unreliable
,"Vermont","50","5-14 years","5-14",0,1623491,Unreliable
,"Vermont","50","15-24 years","15-24",Suppressed,1961940,Suppressed
,"Vermont","50","25-34 years","25-34",Suppressed,1565828,Suppressed
,"Vermont","50","35-44 years","35-44",Suppressed,1820066,Suppressed
,"Vermont","50","45-54 years","45-54",Suppressed,2078926,Suppressed
,"Vermont","50","55-64 years","55-64",Suppressed,1826092,Suppressed
,"Vermont","50","65-74 years","65-74",Suppressed,1174767,Suppressed
,"Vermont","50","75-84 years","75-84",Suppressed,653770,Suppressed
,"Vermont","50","85+ years","85+",Suppressed,274260,Suppressed
,"Vermont","50","Not Stated","NS",0,Not Applicable,Not Applicable
,"Virginia","51","< 1 year","1",12,2200399,Unreliable
,"Virginia","51","1-4 years","1-4",15,8781693,Unreliable
,"Virginia","51","5-14 years","5-14",0,22396767,Unreliable
,"Virginia","51","15-24 years","15-24",10,23987724,Unreliable
,"Virginia","51","25-34 years","25-34",15,24165743,Unreliable
,"Virginia","51","35-44 years","35-44",27,24981481,0.1
,"Virginia","51","45-54 years","45-54",39,24867065,0.2
,"Virginia","51","55-64 years","55-64",32,20093254,0.2
,"Virginia","51","65-74 years","65-74",35,12801695,0.3
,"Virginia","51","75-84 years","75-84",30,7023329,0.4
,"Virginia","51","85+ years","85+",19,2647366,Unreliable
,"Virginia","51","Not Stated","NS",0,Not Applicable,Not Applicable
,"Washington","53","< 1 year","1",Suppressed,1886010,Suppressed
,"Washington","53","1-4 years","1-4",Suppressed,7541814,Suppressed
,"Washington","53","5-14 years","5-14",Suppressed,19300144,Suppressed
,"Washington","53","15-24 years","15-24",11,19910243,Unreliable
,"Washington","53","25-34 years","25-34",11,21071621,Unreliable
,"Washington","53","35-44 years","35-44",16,20881687,Unreliable
,"Washington","53","45-54 years","45-54",21,20610058,0.1
,"Washington","53","55-64 years","55-64",23,17131581,0.1
,"Washington","53","65-74 years","65-74",11,10827886,Unreliable
,"Washington","53","75-84 years","75-84",18,5931388,Unreliable
,"Washington","53","85+ years","85+",14,2477102,Unreliable
,"Washington","53","Not Stated","NS",0,Not Applicable,Not Applicable
,"West Virginia","54","< 1 year","1",Suppressed,444778,Suppressed
,"West Virginia","54","1-4 years","1-4",Suppressed,1786293,Suppressed
,"West Virginia","54","5-14 years","5-14",0,4721575,Unreliable
,"West Virginia","54","15-24 years","15-24",Suppressed,5192644,Suppressed
,"West Virginia","54","25-34 years","25-34",Suppressed,4851656,Suppressed
,"West Virginia","54","35-44 years","35-44",Suppressed,5274402,Suppressed
,"West Virginia","54","45-54 years","45-54",Suppressed,5797238,Suppressed
,"West Virginia","54","55-64 years","55-64",Suppressed,5302148,Suppressed
,"West Virginia","54","65-74 years","65-74",Suppressed,3802259,Suppressed
,"West Virginia","54","75-84 years","75-84",Suppressed,2210956,Suppressed
,"West Virginia","54","85+ years","85+",Suppressed,784617,Suppressed
,"West Virginia","54","Not Stated","NS",0,Not Applicable,Not Applicable
,"Wisconsin","55","< 1 year","1",Suppressed,1495723,Suppressed
,"Wisconsin","55","1-4 years","1-4",Suppressed,6091601,Suppressed
,"Wisconsin","55","5-14 years","5-14",Suppressed,16389933,Suppressed
,"Wisconsin","55","15-24 years","15-24",Suppressed,17336722,Suppressed
,"Wisconsin","55","25-34 years","25-34",Suppressed,15674147,Suppressed
,"Wisconsin","55","35-44 years","35-44",17,16788335,Unreliable
,"Wisconsin","55","45-54 years","45-54",34,17639438,0.2
,"Wisconsin","55","55-64 years","55-64",23,14685869,0.2
,"Wisconsin","55","65-74 years","65-74",35,9558283,0.4
,"Wisconsin","55","75-84 years","75-84",33,5830197,0.6
,"Wisconsin","55","85+ years","85+",22,2535788,0.9
,"Wisconsin","55","Not Stated","NS",0,Not Applicable,Not Applicable
,"Wyoming","56","< 1 year","1",Suppressed,157000,Suppressed
,"Wyoming","56","1-4 years","1-4",0,628455,Unreliable
,"Wyoming","56","5-14 years","5-14",0,1611966,Unreliable
,"Wyoming","56","15-24 years","15-24",0,1716655,Unreliable
,"Wyoming","56","25-34 years","25-34",Suppressed,1578085,Suppressed
,"Wyoming","56","35-44 years","35-44",Suppressed,1558849,Suppressed
,"Wyoming","56","45-54 years","45-54",Suppressed,1680754,Suppressed
,"Wyoming","56","55-64 years","55-64",Suppressed,1483648,Suppressed
,"Wyoming","56","65-74 years","65-74",Suppressed,931009,Suppressed
,"Wyoming","56","75-84 years","75-84",0,497213,Unreliable
,"Wyoming","56","85+ years","85+",Suppressed,191509,Suppressed
,"Wyoming","56","Not Stated","NS",0,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: T67.0 (Heatstroke and sunstroke); T67.1 (Heat syncope); T67.2 (Heat cramp); T67.3 (Heat exhaustion,"
"anhydrotic); T67.4 (Heat exhaustion due to salt depletion); T67.5 (Heat exhaustion, unspecified); T67.6 (Heat fatigue,"
"transient); T67.7 (Heat oedema); T67.8 (Other effects of heat and light); T67.9 (Effect of heat and light, unspecified); X30"
"(Exposure to excessive natural heat (hyperthermia))"
"Group By: State; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 14, 2025 5:36:18 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 14, 2025 5:36:18 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"8. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."